Generic Part Number	Device Description	Marketing Status	Literature Number	Literature Description
LM3704	Voltage supervisor & reset IC with power fail input, low-line output & manual reset	ACTIVE	SNVMB69	LM3704Y-3P08 Unencrypted PSpice Transient Model
LM3704	Voltage supervisor & reset IC with power fail input, low-line output & manual reset	ACTIVE	SNVMB70	LM3704Y-3P08 PSpice Transient Model
LM3704	Voltage supervisor & reset IC with power fail input, low-line output & manual reset	ACTIVE	SNVMB71	LM3704Y-2P32 Unencrypted PSpice Transient Model
LM3704	Voltage supervisor & reset IC with power fail input, low-line output & manual reset	ACTIVE	SNVMB72	LM3704Y-2P32 PSpice Transient Model
LM3704	Voltage supervisor & reset IC with power fail input, low-line output & manual reset	ACTIVE	SNVMB73	LM3704X-2P32 Unencrypted PSpice Transient Model
LM3704	Voltage supervisor & reset IC with power fail input, low-line output & manual reset	ACTIVE	SNVMB74	LM3704X-2P32 PSpice Transient Model
LM3704	Voltage supervisor & reset IC with power fail input, low-line output & manual reset	ACTIVE	SNVMB75	LM3704X-3P08 PSpice Transient Model
LM3704	Voltage supervisor & reset IC with power fail input, low-line output & manual reset	ACTIVE	SNVMB76	LM3704X-3P08 Unencrypted PSpice Transient Model
LM3710	Voltage supervisor & reset IC with power fail input, low-line output, manual reset & watchdog timer	ACTIVE	SNVMB96	LM3710X-3P08 PSpice Transient Model
LM3710	Voltage supervisor & reset IC with power fail input, low-line output, manual reset & watchdog timer	ACTIVE	SNVMB97	LM3710X-3P08 Unencrypted PSpice Transient Model
LM3710	Voltage supervisor & reset IC with power fail input, low-line output, manual reset & watchdog timer	ACTIVE	SNVMB98	LM3710X-4P63 PSpice Transient Model
LM3710	Voltage supervisor & reset IC with power fail input, low-line output, manual reset & watchdog timer	ACTIVE	SNVMB99	LM3710X-4P63 Unencrypted PSpice Transient Model
LM3710	Voltage supervisor & reset IC with power fail input, low-line output, manual reset & watchdog timer	ACTIVE	SNVMBA0	LM3710Y-2P32 PSpice Transient Model
LM3710	Voltage supervisor & reset IC with power fail input, low-line output, manual reset & watchdog timer	ACTIVE	SNVMBA1	LM3710Y-2P32 Unencrypted PSpice Transient Model
LM3724	Low-power voltage supervisor & reset IC with manual reset	ACTIVE	SNVMB56	LM3724-4P63 PSpice Transient Model
LM3724	Low-power voltage supervisor & reset IC with manual reset	ACTIVE	SNVMB57	LM3724-2P32 PSpice Transient Model
LM3724	Low-power voltage supervisor & reset IC with manual reset	ACTIVE	SNVMB58	LM3724-2P32 Unencrypted PSpice Transient Model
LM3724	Low-power voltage supervisor & reset IC with manual reset	ACTIVE	SNVMB59	LM3724-4P63 Unencrypted PSpice Transient Model
LM3724	Low-power voltage supervisor & reset IC with manual reset	ACTIVE	SNVMB60	LM3724-3P08 PSpice Transient Model
LM3724	Low-power voltage supervisor & reset IC with manual reset	ACTIVE	SNVMB61	LM3724-3P08 Unencrypted PSpice Transient Model
LM385-ADJ	Adjustable, 70°C, micropower voltage reference	ACTIVE	SNVMAB7	LM385-ADJ PSpice Transient Model
LM385-ADJ	Adjustable, 70°C, micropower voltage reference	ACTIVE	SNVMB82	LM385-ADJ Unencrypted PSpice Transient Model
LM3880	3 Rail Simple Power Sequencer with Fixed Time Delay	ACTIVE	SNVMBB4	LM3880 PSpice Transient Model
LM3886	68W, 1 Ch, 20-94V supply stereo Class-AB amplifier w/ Mute	ACTIVE	SNAM041B	LM3886 PSpice Model (Rev. B)
LM393	Dual differential comparator, commercial grade	ACTIVE	SLCJ016B	LM393 PSpice Model (Rev. B)
LM393-MIL	Dual Differential Comparator	ACTIVE	SLCJ016B	LM393 PSpice Model (Rev. B)
LM393A	Precision dual differential comparator, industrial grade	ACTIVE	SLCJ017	LM393A PSpice Model
LM393B	Dual commercial grade standard comparator	ACTIVE	SLCJ016B	LM393 PSpice Model (Rev. B)
LM393LV	1.65-V to 5.5-V, low voltage dual commodity comparator	ACTIVE	SNOM697A	LM393LV PSpice Model (Rev. A)
LM393LV-Q1	Automotive low-voltage commodity comparator	ACTIVE	SNOM697A	LM393LV PSpice Model (Rev. A)
LM4030	Ultra-high-precision shunt voltage reference	ACTIVE	SNVM436	LM4030_NB2P5 PSpice Transient Model
LM4030	Ultra-high-precision shunt voltage reference	ACTIVE	SNVM437	LM4030_NC4P096 PSpice Transient Model
LM4030	Ultra-high-precision shunt voltage reference	ACTIVE	SNVM438	LM4030_NC2P5 PSpice Transient Model
LM4030	Ultra-high-precision shunt voltage reference	ACTIVE	SNVM439	LM4030_NA4P096 PSpice Transient Model
LM4030	Ultra-high-precision shunt voltage reference	ACTIVE	SNVM440	LM4030_NB4P096 PSpice Transient Model
LM4030	Ultra-high-precision shunt voltage reference	ACTIVE	SNVM441	LM4030_NA2P5 PSpice Transient Model
LM4030	Ultra-high-precision shunt voltage reference	ACTIVE	SNVM983	LM4030_NB2P5 Unencrypted PSpice Transient Model
LM4030	Ultra-high-precision shunt voltage reference	ACTIVE	SNVM984	LM4030_NC4P096 Unencrypted PSpice Transient Model
LM4030	Ultra-high-precision shunt voltage reference	ACTIVE	SNVM985	LM4030_NC2P5 Unencrypted PSpice Transient Model
LM4030	Ultra-high-precision shunt voltage reference	ACTIVE	SNVM986	LM4030_NA4P096 Unencrypted PSpice Transient Model
LM4030	Ultra-high-precision shunt voltage reference	ACTIVE	SNVM987	LM4030_NB4P096 Unencrypted PSpice Transient Model
LM4030	Ultra-high-precision shunt voltage reference	ACTIVE	SNVM988	LM4030_NA2P5 Unencrypted PSpice Transient Model
LM4040	Fixed voltage, 45-µA, precision micropower shunt voltage reference	ACTIVE	SLOM255	LM4040D25 PSpice Transient Model
LM4040	Fixed voltage, 45-µA, precision micropower shunt voltage reference	ACTIVE	SLOM256	LM4040C25 PSpice Transient Model
LM4040	Fixed voltage, 45-µA, precision micropower shunt voltage reference	ACTIVE	SLVM093	LM4040C20 PSpice Transient Model
LM4040	Fixed voltage, 45-µA, precision micropower shunt voltage reference	ACTIVE	SLVM094	LM4040D20 PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM393	LM4040_NB2P048 PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM394	LM4040_NA2P048 PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM395	LM4040_NB2P5 PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM396	LM4040_NE2P5 PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM397	LM4040_NE2P048 PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM398	LM4040_ND2P5 PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM399	LM4040_ND8P192 PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM400	LM4040_NC2P5 PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM401	LM4040_NB3P0 PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM402	LM4040_NE3P0 PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM403	LM4040_NA2P5 PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM404	LM4040_ND3P0 PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM405	LM4040_NA5P0 PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM406	LM4040_NC5P0 PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM407	LM4040_NB10P0 PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM408	LM4040_NB8P192 PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM409	LM4040_ND10P0 PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM410	LM4040_NA4P096 PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM411	LM4040_NC4P096 PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM412	LM4040_NC8P192 PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM413	LM4040_NB5P0 PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM414	LM4040_ND2P48 PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM415	LM4040_ND4P096 PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM416	LM4040_NC3P0 PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM417	LM4040_NC2P48 PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM418	LM4040_NB4P096 PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM419A	LM4040_ND5P0 PSpice Transient Model (Rev. A)
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM420	LM4040_NA10P0 PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM421	LM4040_NA8P192 PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM422	LM4040_NC10P0 PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM423	LM4040_NA3P0 PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM492	LM4040_ND2P48 Unencrypted PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM493	LM4040_ND4P096 Unencrypted PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM494	LM4040_NB4P096 Unencrypted PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM495	LM4040_NA10P0 Unencrypted PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM496	LM4040_NA8P192 Unencrypted PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM497	LM4040_NC10P0 Unencrypted PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM498	LM4040_ND8P192 Unencrypted PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM499A	LM4040_ND5P0 Unencrypted PSpice Transient Model (Rev. A)
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM500	LM4040_NA5P0 Unencrypted PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM501	LM4040_NC5P0 Unencrypted PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM502	LM4040_NB10P0 Unencrypted PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM503	LM4040_NB8P192 Unencrypted PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM504	LM4040_ND10P0 Unencrypted PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM505	LM4040_NA4P096 Unencrypted PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM506	LM4040_NC4P096 Unencrypted PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM507	LM4040_NC8P192 Unencrypted PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM508	LM4040_NB5P0 Unencrypted PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM525	LM4040_NB3P0 Unencrypted PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM526	LM4040_NA2P5 Unencrypted PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM539	LM4040_ND3P0 Unencrypted PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM540	LM4040_NE3P0 Unencrypted PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM541	LM4040_NC2P5 Unencrypted PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM542	LM4040_ND2P5 Unencrypted PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM543	LM4040_NE2P048 Unencrypted PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM544	LM4040_NE2P5 Unencrypted PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM545	LM4040_NB2P5 Unencrypted PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM546	LM4040_NB2P048 Unencrypted PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM547	LM4040_NA3P0 Unencrypted PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM548	LM4040_NC3P0 Unencrypted PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM550	LM4040_NC2P48 Unencrypted PSpice Transient Model
LM4040-N	100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM551	LM4040_NA2P048 Unencrypted PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM393	LM4040_NB2P048 PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM394	LM4040_NA2P048 PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM395	LM4040_NB2P5 PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM396	LM4040_NE2P5 PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM397	LM4040_NE2P048 PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM398	LM4040_ND2P5 PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM399	LM4040_ND8P192 PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM400	LM4040_NC2P5 PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM401	LM4040_NB3P0 PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM402	LM4040_NE3P0 PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM403	LM4040_NA2P5 PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM404	LM4040_ND3P0 PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM405	LM4040_NA5P0 PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM406	LM4040_NC5P0 PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM407	LM4040_NB10P0 PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM408	LM4040_NB8P192 PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM409	LM4040_ND10P0 PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM410	LM4040_NA4P096 PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM411	LM4040_NC4P096 PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM412	LM4040_NC8P192 PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM413	LM4040_NB5P0 PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM414	LM4040_ND2P48 PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM415	LM4040_ND4P096 PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM416	LM4040_NC3P0 PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM417	LM4040_NC2P48 PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM418	LM4040_NB4P096 PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM419A	LM4040_ND5P0 PSpice Transient Model (Rev. A)
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM420	LM4040_NA10P0 PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM421	LM4040_NA8P192 PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM422	LM4040_NC10P0 PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM423	LM4040_NA3P0 PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM493	LM4040_ND4P096 Unencrypted PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM494	LM4040_NB4P096 Unencrypted PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM495	LM4040_NA10P0 Unencrypted PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM496	LM4040_NA8P192 Unencrypted PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM497	LM4040_NC10P0 Unencrypted PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM498	LM4040_ND8P192 Unencrypted PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM499A	LM4040_ND5P0 Unencrypted PSpice Transient Model (Rev. A)
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM500	LM4040_NA5P0 Unencrypted PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM501	LM4040_NC5P0 Unencrypted PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM502	LM4040_NB10P0 Unencrypted PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM503	LM4040_NB8P192 Unencrypted PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM504	LM4040_ND10P0 Unencrypted PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM505	LM4040_NA4P096 Unencrypted PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM506	LM4040_NC4P096 Unencrypted PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM507	LM4040_NC8P192 Unencrypted PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM508	LM4040_NB5P0 Unencrypted PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM525	LM4040_NB3P0 Unencrypted PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM526	LM4040_NA2P5 Unencrypted PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM539	LM4040_ND3P0 Unencrypted PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM540	LM4040_NE3P0 Unencrypted PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM541	LM4040_NC2P5 Unencrypted PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM542	LM4040_ND2P5 Unencrypted PSpice Transient Model
LM4040-N-Q1	Automotive, 100-ppm/°C precision micropower shunt voltage reference	ACTIVE	SNOM543	LM4040_NE2P048 Unencrypted PSpice Transient Model
